year,procode,deprivation_peers,patients_peers,attendances_peers,fte_staff_peers,diagnosis_peers,night_beds_peers,day_beds_peers,age_0_15_peers,age_60_74_peers,no_procedure_peers,operating_expenses_peers,urban_peers,sites_peers,sea_distance_peers,mff_payment_index_peers,degree_of_specialisation_peers,student_staff_peers,cc_gs_peers,non_type_1_ae_department_peers,absence_rate_peers,dto_cs_peers,name,postcode,open_date,close_date,MH_trust_flag,catchment_cat,age_00_04_cat,age_05_14_cat,age_15_24_cat,age_25_64_cat,age_65_74_cat,age_75_plus_cat,sex_m_cat,patients_admitted_cat
2014,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,427819,0.067103144,0.103326407,0.111032937,0.532463495,0.103228234,0.082845783,0.474829309,160810
2015,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,427841,0.067310052,0.102982183,0.108942341,0.531501189,0.104683749,0.084580487,0.474704388,165837
2016,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,428494,0.06525879,0.104447203,0.107004999,0.531062279,0.106545249,0.08568148,0.474706764,167753
2017,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,430243,0.063805803,0.107450906,0.10540555,0.529814547,0.106198125,0.08732507,0.474866529,169194
2018,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,435273,0.062376945,0.110192913,0.103452316,0.528780788,0.106030009,0.089167029,0.474883579,172968
2019,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,435273,0.062376945,0.110192913,0.103452316,0.528780788,0.106030009,0.089167029,0.474883579,172968
2020,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,435273,0.062376945,0.110192913,0.103452316,0.528780788,0.106030009,0.089167029,0.474883579,172968
2021,RN5,10.8,259100,1163765,5395.8,0.23,0.9,0.9,0.13,0.23,0.4,-410024,0.66,89,29.6,1.11,57950.44,0.04,198,1,0.04,1434,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,RG24 9NA,19940401,NA,0,435273,0.062376945,0.110192913,0.103452316,0.528780788,0.106030009,0.089167029,0.474883579,172968
2011,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,273926,0.066733351,0.083336376,0.124241583,0.564302038,0.079028643,0.082358009,0.450464724,83134
2012,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,284849,0.070023065,0.085269739,0.124367647,0.556305271,0.081078045,0.082956233,0.447047383,88370
2013,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,283482,0.077239472,0.085811445,0.119238611,0.556829005,0.08289768,0.077983787,0.458240735,100319
2014,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,284862,0.080407355,0.08140784,0.116505536,0.565723052,0.082468002,0.073488215,0.465186652,112975
2015,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,282668,0.084869883,0.079839246,0.110741223,0.571108155,0.082496073,0.07094542,0.467764303,123282
2016,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,283235,0.086380567,0.079990114,0.106190972,0.57506311,0.082772256,0.06960298,0.467639946,126703
2017,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,281003,0.087749953,0.084180596,0.102724882,0.573531243,0.082806945,0.069006381,0.468607097,126778
2018,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,283798,0.087727891,0.089524944,0.100208599,0.572657313,0.081110508,0.068770745,0.47221263,129442
2019,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,283798,0.087727891,0.089524944,0.100208599,0.572657313,0.081110508,0.068770745,0.47221263,129442
2020,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,283798,0.087727891,0.089524944,0.100208599,0.572657313,0.081110508,0.068770745,0.47221263,129442
2021,RN7,18.5,200960,830410,2922.8,0.24,0.9,0.9,0.11,0.21,0.42,-267065,0.87,72,7.5,1.16,5261.93,0.03,194,1,0.04,218,DARTFORD AND GRAVESHAM NHS TRUST,DA2 8DA,19940401,NA,0,283798,0.087727891,0.089524944,0.100208599,0.572657313,0.081110508,0.068770745,0.47221263,129442
2011,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,333830,0.060084474,0.108453404,0.12958392,0.519018662,0.094005931,0.088853608,0.481044244,131431
2012,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,334188,0.060813075,0.107164231,0.127060218,0.51623637,0.097337427,0.091388679,0.481405676,131963
2013,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,338550,0.063237336,0.10505686,0.1243834,0.515315315,0.09885689,0.093150199,0.483426377,136989
2014,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,342380,0.064089608,0.103782347,0.120734272,0.514945382,0.101095274,0.095353116,0.487213038,143836
2015,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,346419,0.064084245,0.102113337,0.117366542,0.517763171,0.102517472,0.096155234,0.486688086,151873
2016,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,350695,0.063271504,0.101806413,0.114638076,0.51878698,0.104692111,0.096804916,0.486482556,156322
2017,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,351985,0.063275424,0.102689035,0.110652443,0.519613052,0.10501868,0.098751367,0.483634246,155513
2018,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,349278,0.06271795,0.10409187,0.108469471,0.51848957,0.105237089,0.100994051,0.48104089,151221
2019,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,349278,0.06271795,0.10409187,0.108469471,0.51848957,0.105237089,0.100994051,0.48104089,151221
2020,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,349278,0.06271795,0.10409187,0.108469471,0.51848957,0.105237089,0.100994051,0.48104089,151221
2021,RNA,25.1,195405,1102920,4212.4,0.18,0.9,0.9,0.1,0.23,0.42,-360712,0.96,26,54.3,1.04,44452.62,0.02,197,1,0.05,371,THE DUDLEY GROUP NHS FOUNDATION TRUST,DY1 2HQ,19940401,NA,0,349278,0.06271795,0.10409187,0.108469471,0.51848957,0.105237089,0.100994051,0.48104089,151221
2011,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,RNK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAVISTOCK AND PORTMAN NHS FOUNDATION TRUST,NW3 5BA,19940401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA28 8JG,20010401,20190930,0,279022,0.054941904,0.107719105,0.117564206,0.520919497,0.10358323,0.095272057,0.486230476,108163
2012,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA28 8JG,20010401,20190930,0,276788,0.054391809,0.105477839,0.117645996,0.51589303,0.108606587,0.097984739,0.48730075,107020
2013,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA28 8JG,20010401,20190930,0,272681,0.055592432,0.105511568,0.116986515,0.510325252,0.111489249,0.100094983,0.487401029,110638
2014,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA28 8JG,20010401,20190930,0,267577,0.05742646,0.106089088,0.115641479,0.503959608,0.113888712,0.102994652,0.487284034,113859
2015,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA28 8JG,20010401,20190930,0,262335,0.058623516,0.109226752,0.1128557,0.498450455,0.116053901,0.104789677,0.486980388,115201
2016,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA28 8JG,20010401,20190930,0,259278,0.058701471,0.110290885,0.110892555,0.494557965,0.118509862,0.107047262,0.487280062,114189
2017,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA2 7HY,20010401,20190930,0,258383,0.057867584,0.111106381,0.106326655,0.496050437,0.119288034,0.10936091,0.485972374,111507
2018,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA2 7HY,20010401,20190930,0,258341,0.055585447,0.110671554,0.104493673,0.496676873,0.120968023,0.11160443,0.484115955,108110
2019,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA2 7HY,20010401,20190930,0,258341,0.055585447,0.110671554,0.104493673,0.496676873,0.120968023,0.11160443,0.484115955,108110
2020,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA2 7HY,20010401,20190930,0,258341,0.055585447,0.110671554,0.104493673,0.496676873,0.120968023,0.11160443,0.484115955,108110
2021,RNL,23,147770,667655,3527.9,0.21,0.9,1,0.11,0.25,0.37,-306567,0.48,75,5,1.03,-10987.16,0.04,197,1,0.05,806,NORTH CUMBRIA UNIVERSITY HOSPITALS NHS TRUST,CA2 7HY,20010401,20190930,0,258341,0.055585447,0.110671554,0.104493673,0.496676873,0.120968023,0.11160443,0.484115955,108110
2011,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,CA1 3SX,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,CA1 3SX,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,CA1 3SX,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,CA1 3SX,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,CA1 3SX,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,CUMBRIA PARTNERSHIP NHS FOUNDATION TRUST,CA1 3SX,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,CA11 7BF,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,CA11 7BF,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,CA11 7BF,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,CA11 7BF,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,RNN,20.7,32360,77455,2964,0.18,0.9,NA,0.13,0.19,1,-165686,0.48,223,22.7,1.03,-8818.45,0,195,0,0.05,700,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,CA11 7BF,20010401,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,269729,0.067048779,0.120754535,0.118311342,0.532315769,0.086064161,0.075505415,0.483029263,103125
2012,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,272459,0.067749643,0.121060416,0.116766192,0.526919647,0.092560716,0.074943386,0.482285408,103356
2013,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,272947,0.06976446,0.121576716,0.114549711,0.523991837,0.095809809,0.074307466,0.481170337,106448
2014,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,273717,0.069802022,0.121684075,0.112050037,0.521556937,0.099120625,0.075786305,0.481336563,110162
2015,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,277249,0.068176982,0.120141101,0.108747011,0.525419388,0.101309653,0.076205865,0.482735736,116136
2016,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,283056,0.066241309,0.120043384,0.105689334,0.527881409,0.103424764,0.076719801,0.484939376,121524
2017,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,287444,0.063789816,0.121080976,0.102552149,0.531143458,0.104183771,0.07724983,0.485155369,125045
2018,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,289433,0.0622873,0.123427529,0.100548313,0.530243614,0.104145001,0.079348243,0.48526602,127222
2019,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,289433,0.0622873,0.123427529,0.100548313,0.530243614,0.104145001,0.079348243,0.48526602,127222
2020,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,289433,0.0622873,0.123427529,0.100548313,0.530243614,0.104145001,0.079348243,0.48526602,127222
2021,RNQ,19.6,150540,557360,3571.9,0.23,0.9,0.9,0.12,0.24,0.39,-280533,0.7,25,47.9,1.05,8045.56,0.03,199,1,0.05,506,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,NN16 8UZ,19940401,NA,0,289433,0.0622873,0.123427529,0.100548313,0.530243614,0.104145001,0.079348243,0.48526602,127222
2011,RNS,18.4,188075,928285,4409.1,0.21,0.9,1,0.11,0.24,0.43,-338879,0.74,31,60.6,1.06,28354.42,0.03,198,1,0.04,500,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NN1 5BD,19940401,NA,0,332038,0.068317482,0.117116113,0.123582241,0.541293466,0.080716665,0.068974033,0.48592631,121808
2012,RNS,18.4,188075,928285,4409.1,0.21,0.9,1,0.11,0.24,0.43,-338879,0.74,31,60.6,1.06,28354.42,0.03,198,1,0.04,500,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NN1 5BD,19940401,NA,0,334604,0.068684176,0.118055971,0.12144804,0.534216566,0.086418572,0.071176675,0.48763912,122089
2013,RNS,18.4,188075,928285,4409.1,0.21,0.9,1,0.11,0.24,0.43,-338879,0.74,31,60.6,1.06,28354.42,0.03,198,1,0.04,500,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NN1 5BD,19940401,NA,0,337220,0.069275251,0.120897337,0.118332246,0.526926042,0.091299448,0.073269676,0.485674041,126023
2014,RNS,18.4,188075,928285,4409.1,0.21,0.9,1,0.11,0.24,0.43,-338879,0.74,31,60.6,1.06,28354.42,0.03,198,1,0.04,500,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NN1 5BD,19940401,NA,0,341674,0.069106809,0.121405199,0.118138928,0.524066801,0.092664353,0.074617911,0.486381756,131316
2015,RNS,18.4,188075,928285,4409.1,0.21,0.9,1,0.11,0.24,0.43,-338879,0.74,31,60.6,1.06,28354.42,0.03,198,1,0.04,500,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NN1 5BD,19940401,NA,0,345746,0.069406443,0.123616759,0.11927253,0.519086266,0.093936011,0.074681992,0.486047561,137480
2016,RNS,18.4,188075,928285,4409.1,0.21,0.9,1,0.11,0.24,0.43,-338879,0.74,31,60.6,1.06,28354.42,0.03,198,1,0.04,500,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,NN1 5BD,19940401,NA,0,350404,0.069633908,0.124316503,0.119128206,0.517474116,0.095093093,0.074354174,0.486955058,141303
